Number,num,Title,smiles,ho,lu,fermi,gap,molecular_weight,nonh_atoms,logp,saturation,aromatic,double_or_triple_bond,small_rings,only_CH,heteroatoms,has_O,O_single,O_single_aromatic_carbon,O_double,carbonyl,acrolein,has_N,amine,N_single_aromatic_carbon,aromatic_n,cyano,nitro,nitroso,has_N=O,acrylonitrile
312S-65,354,HCN,C#N,-10.102,-0.114,-5.1080000000000005,9.988,27.01,2,0.14,False,False,1,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
312S-66,355,C2N2,N#CC#N,-10.323,-2.883,-6.603,7.44,52.01,4,0.03,False,False,2,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
312S-67,356,HOCN,N#CO,-8.757,-0.871,-4.814,7.885999999999999,43.01,3,-0.16,False,False,1,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False
312S-68,357,HCNO,C#[N+][O-],-7.73,-0.106,-3.918,7.6240000000000006,43.01,3,0.45,False,False,1,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False
312S-69,358,C2CN4,N#CC(C#N)=C(C#N)C#N,-9.409,-5.266,-7.3375,4.143000000000001,128.01,10,0.38,False,False,5,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
312S-70,359,P4,P12P3P1P23,-7.285,-1.0,-4.1425,6.285,123.9,4,3.44,False,False,0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
312S-71,360,PH3,P,-7.64,0.505,-3.5675,8.145,34.0,1,0.06,True,False,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
312S-72,361,MePH2,CP,-6.995,0.222,-3.3865,7.2170000000000005,48.01,2,0.49,True,False,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
312S-73,362,Me3P,CP(C)C,-6.22,0.832,-2.694,7.052,76.04,4,1.36,True,False,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
312S-74,363,Me3PO,CP(C)(C)=O,-7.235,0.327,-3.454,7.562,92.04,5,1.24,False,False,1,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
312S-75,364,P2H4,PP,-7.216,-0.471,-3.8435,6.745,65.98,2,0.65,True,False,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
312S-76,365,PPh3,C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1,-6.022,-0.922,-3.472,5.1000000000000005,262.09,19,3.44,False,True,9,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
312S-77,366,PPh3O,O=P(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,-7.152,-1.182,-4.167,5.970000000000001,278.09,20,3.33,False,True,10,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
312S-78,367,PPh3CH2,C=P(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,-4.779,-1.186,-2.9825,3.593,276.11,20,3.41,False,True,10,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
312S-79,368,H3PO2,O=[PH2]O,-8.205,-0.07,-4.1375,8.135,65.99,3,-0.35,False,False,1,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False
312S-80,369,H3PO3,O=[PH](O)O,-8.545,0.118,-4.2135,8.663,81.98,4,-0.64,False,False,1,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False
312S-81,370,H3PO4,O=P(O)(O)O,-8.462,-0.553,-4.5075,7.909,97.98,5,-0.93,False,False,1,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False
312S-82,371,PF5,FP(F)(F)(F)F,-11.838,-0.385,-6.1114999999999995,11.453,125.97,6,2.96,True,False,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
312S-84,372,H2S2,SS,-7.301,-1.472,-4.3865,5.829000000000001,65.96,2,0.76,True,False,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
312S-85,373,S8,S1SSSSSSS1,-7.333,-2.561,-4.947,4.772,255.78,8,5.19,True,False,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
312S-86,374,Me2S,CSC,-6.048,0.611,-2.7185,6.659,62.02,3,0.98,True,False,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
312S-87,375,DMSO,CS(C)=O,-6.469,0.512,-2.9785000000000004,6.981,78.01,4,-0.01,False,False,1,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
312S-88,376,DMSO2,CS(C)(=O)=O,-8.196,0.361,-3.9175,8.557,94.01,5,-0.34,False,False,2,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
312S-90,377,H2S2O3,O=[SH](O)(O)S,-7.6,-1.091,-4.3454999999999995,6.5089999999999995,115.96,5,-0.21,False,False,1,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False
312S-91,378,H2SO4,O=S(=O)(O)O,-9.438,-0.562,-5.0,8.876000000000001,97.97,5,-0.65,False,False,2,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False
312S-92,379,MeHSO4,COS(=O)(=O)O,-8.704,-0.229,-4.4665,8.475000000000001,111.98,6,-0.56,False,False,2,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False
312S-93,380,MeSO3H,CS(=O)(=O)O,-8.731,0.055,-4.338,8.786,95.99,5,-0.5,False,False,2,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False
312S-94,381,MeSO2NH2,CS(N)(=O)=O,-8.369,0.302,-4.0335,8.671,95.0,5,-1.1,False,False,2,False,False,True,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False
312S-95,382,PhSO3H,O=S(=O)(O)C1=CC=CC=C1,-7.826,-1.707,-4.7665,6.119,158.0,10,0.93,False,True,5,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False
312S2-01,383,mX,CC1=CC(C)=CC=C1,-6.535,-0.294,-3.4145,6.2410000000000005,106.08,8,2.3,False,True,3,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
312S2-02,384,mF,FC1=CC(F)=CC=C1,-7.155,-0.916,-4.0355,6.239,114.03,8,1.96,False,True,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
312S2-03,385,mCl,ClC1=CC(Cl)=CC=C1,-7.099,-1.121,-4.11,5.978,145.97,8,2.99,False,True,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
312S2-04,386,mCN,N#CC1=CC(C#N)=CC=C1,-8.137,-2.628,-5.3825,5.509,128.04,10,1.43,False,True,5,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
312S2-05,387,mOH,OC1=CC(O)=CC=C1,-6.138,-0.339,-3.2385,5.7989999999999995,110.04,8,1.1,False,True,3,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
312S2-06,388,mOMe,COC1=CC(OC)=CC=C1,-5.955,-0.19,-3.0725000000000002,5.765,138.07,10,1.7,False,True,3,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
312S2-07,389,mCHO,O=CC1=CC(C=O)=CC=C1,-7.513,-2.665,-5.089,4.848,134.04,10,1.31,False,True,5,False,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False
312S2-08,390,3Me,CC1=CC(C)=CC(C)=C1,-6.471,-0.213,-3.342,6.258,120.09,9,2.61,False,True,3,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
312S2-09,391,3CN,N#CC1=CC(C#N)=CC(C#N)=C1,-8.725,-3.212,-5.9685,5.513,153.03,12,1.3,False,True,6,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
312S2-10,392,3OMe,COC1=CC(OC)=CC(OC)=C1,-5.951,0.258,-2.8465,6.209,168.08,12,1.71,False,True,3,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
312S2-11,393,mAc,CC(=O)C1=CC(C(C)=O)=CC=C1,-7.175,-2.293,-4.734,4.882,162.07,12,2.09,False,True,5,False,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False
312S2-12,394,mCOOH,O=C(O)C1=CC(C(=O)O)=CC=C1,-7.774,-2.194,-4.984,5.58,166.03,12,1.08,False,True,5,False,False,False,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False
312S2-13,395,3CHO,O=CC1=CC(C=O)=CC(C=O)=C1,-7.803,-2.988,-5.3955,4.8149999999999995,162.03,12,1.12,False,True,6,False,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False
312S2-14,396,3Ac,CC(=O)C1=CC(C(C)=O)=CC(C(C)=O)=C1,-7.37,-2.481,-4.9254999999999995,4.889,204.08,15,2.29,False,True,6,False,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False
312S2-15,397,3COOH,O=C(O)C1=CC(C(=O)O)=CC(C(=O)O)=C1,-8.095,-2.411,-5.253,5.684000000000001,210.02,15,0.78,False,True,6,False,False,False,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False
312S2-16,398,oOMe,COC1=C(OC)C=CC=C1,-5.725,-0.066,-2.8954999999999997,5.659,138.07,10,1.7,False,True,3,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
312S2-17,399,oCHO,O=CC1=C(C=O)C=CC=C1,-7.403,-2.87,-5.1365,4.5329999999999995,134.04,10,1.31,False,True,5,False,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False
312S2-18,400,oAc,CC(=O)C1=C(C(C)=O)C=CC=C1,-7.219,-2.226,-4.7225,4.993,162.07,12,2.09,False,True,5,False,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False
312S2-19,401,oCOOH,O=C(O)C1=C(C(=O)O)C=CC=C1,-7.629,-2.107,-4.868,5.521999999999999,166.03,12,1.08,False,True,5,False,False,False,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False
312S2-20,402,mNH2,NC1=CC(N)=CC=C1,-5.405,0.009,-2.698,5.414000000000001,108.07,8,0.85,False,True,3,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False
312S2-21,403,oNH2,NC1=C(N)C=CC=C1,-5.425,-0.029,-2.727,5.396,108.07,8,0.85,False,True,3,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False
312S2-22,404,3NH2,NC1=CC(N)=CC(N)=C1,-5.311,0.457,-2.427,5.768,123.08,9,0.43,False,True,3,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False
312S2-23,405,3NO2,O=[N+]([O-])C1=CC([N+](=O)[O-])=CC([N+](=O)[O-])=C1,-9.288,-4.049,-6.6685,5.239,213.0,15,1.41,False,True,6,False,False,False,True,True,False,True,False,False,True,False,False,False,False,True,False,True,False
312S2-24,406,PhNHPhNHPh,C1=CC=C(NC2=CC=C(NC3=CC=CC=C3)C=C2)C=C1,-4.963,-0.696,-2.8295,4.267,260.13,20,5.17,False,True,9,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False
312Su-01,407,HydroxyQ,O=C1C=CC(=O)C(O)=C1,-7.578,-3.921,-5.7495,3.6570000000000005,124.02,9,0.14,False,False,4,False,False,False,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False
312Su-02,408,HydroxyNQ,O=C1C=C(O)C(=O)C2=C1C=CC=C2,-7.368,-3.533,-5.4505,3.8350000000000004,174.03,13,1.51,False,True,6,False,False,False,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False
312Su-03,409,HydroxyAQ,O=C1C2=C(C=CC=C2)C(=O)C2=C1C=CC=C2O,-6.8,-3.312,-5.056,3.488,224.05,17,2.17,False,True,8,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False
312Su-04,410,PAQ,O=C1C=CC(=O)C(NC2=CC=CC=C2)=C1,-6.257,-3.537,-4.897,2.7199999999999998,199.06,15,1.69,False,True,7,False,False,False,True,False,False,True,True,True,True,True,True,False,False,False,False,False,False
312Su-05,411,PANQ,O=C1C=C(NC2=CC=CC=C2)C(=O)C2=C1C=CC=C2,-6.171,-3.212,-4.6915000000000004,2.959,249.08,19,3.06,False,True,9,False,False,False,True,False,False,True,True,True,True,True,True,False,False,False,False,False,False
312Su-06,412,PAAQ,O=C1C2=C(C=CC=C2)C(=O)C2=C1C=CC=C2NC1=CC=CC=C1,-5.835,-3.056,-4.4455,2.779,299.09,23,4.21,False,True,11,False,False,False,True,False,False,True,True,True,True,True,True,False,False,False,False,False,False
312Su-07,413,ClQ,O=C1C=CC(=O)C(Cl)=C1,-7.977,-4.084,-6.0305,3.8930000000000007,141.98,9,0.82,False,False,4,False,False,True,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False
312Su-08,414,ClNQ,O=C1C=C(Cl)C(=O)C2=C1C=CC=C2,-7.742,-3.699,-5.7204999999999995,4.043,192.0,13,2.19,False,True,6,False,False,True,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False
312Su-09,415,ClAQ,O=C1C2=C(C=CC=C2)C(=O)C2=C1C=CC=C2Cl,-7.199,-3.243,-5.221,3.956,242.01,17,3.12,False,True,8,False,False,True,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False
312Su-10,416,CNQ,N#CC1=CC(=O)C=CC1=O,-8.345,-4.558,-6.4515,3.787000000000001,133.02,10,0.14,False,False,5,False,False,False,True,False,False,True,True,True,True,False,False,False,True,False,False,False,True
312Su-11,417,CNNQ,N#CC1=CC(=O)C2=C(C=CC=C2)C1=O,-8.075,-4.167,-6.1209999999999996,3.9079999999999995,183.03,14,1.52,False,True,7,False,False,False,True,False,False,True,True,True,True,False,False,False,True,False,False,False,True
312Su-12,418,CNAQ,N#CC1=CC=CC2=C1C(=O)C1=C(C=CC=C1)C2=O,-7.599,-3.541,-5.57,4.058,233.05,18,2.33,False,True,9,False,False,False,True,False,False,True,True,True,True,False,False,False,True,False,False,False,True
326-01,419,Acrolein,C=CC=O,-7.364,-2.194,-4.779,5.17,56.03,4,0.37,False,False,2,False,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False
326-02,420,1_Methyl,C=CC(C)=O,-7.123,-1.983,-4.553,5.140000000000001,70.04,5,0.76,False,False,2,False,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False
326-02,421,2_Methyl,C=C(C)C=O,-7.297,-2.008,-4.6525,5.289,70.04,5,0.76,False,False,2,False,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False
326-03,422,3_Methyl_E,C/C=C/C=O,-7.126,-1.864,-4.495,5.2620000000000005,70.04,5,0.76,False,False,2,False,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False
326-04,423,3_Methyl_Z,C/C=C\C=O,-7.105,-1.973,-4.539000000000001,5.132000000000001,70.04,5,0.76,False,False,2,False,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False
326-05,424,Carboxylic,C=CC(=O)O,-7.978,-1.837,-4.9075,6.141,72.02,5,0.26,False,False,2,False,False,False,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False
326-06,425,Ester,C=CC(=O)OC,-7.816,-1.66,-4.7379999999999995,6.156,86.04,6,0.35,False,False,2,False,False,False,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False
326-07,426,Amide,C=CC(N)=O,-7.208,-1.392,-4.3,5.816000000000001,71.04,5,-0.34,False,False,2,False,False,False,True,False,False,True,True,True,True,True,False,False,False,False,False,False,False
326-08,427,MethylAmide,C=CC(=O)NC,-7.123,-1.26,-4.1915000000000004,5.863,85.05,6,-0.08,False,False,2,False,False,False,True,False,False,True,True,True,True,True,False,False,False,False,False,False,False
326-09,428,DiMethylAmide,C=CC(=O)N(C)C,-6.717,-1.311,-4.013999999999999,5.406,99.07,7,0.26,False,False,2,False,False,False,True,False,False,True,True,True,True,True,False,False,False,False,False,False,False
326-10,429,COF,C=CC(=O)F,-8.637,-2.396,-5.516500000000001,6.2410000000000005,74.02,5,0.67,False,False,2,False,False,True,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False
326-11,430,COCl,C=CC(=O)Cl,-8.363,-2.662,-5.512499999999999,5.701,89.99,5,0.94,False,False,2,False,False,True,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False
326-12,431,Anhydride,C=CC(=O)OC(C)=O,-7.807,-2.192,-4.9995,5.615,114.03,8,0.26,False,False,3,False,False,False,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False
326-13,432,Imide,C=CC(=O)NC(C)=O,-7.01,-2.004,-4.507,5.006,113.05,8,-0.16,False,False,3,False,False,False,True,False,False,True,True,True,True,True,False,False,False,False,False,False,False
326-14,433,Acetylene,C#CC=O,-7.957,-2.494,-5.2255,5.462999999999999,54.01,4,-0.18,False,False,2,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False
326-15,434,Propanal,CCC=O,-7.185,-1.069,-4.127,6.116,58.04,4,0.6,False,False,1,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False
326-16,435,Allyl_alcohol,C=CCO,-7.293,-0.26,-3.7765,7.033,58.04,4,0.16,False,False,1,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
326-17,436,Propenol,C/C=C/O,-6.1,0.556,-2.772,6.656,58.04,4,1.08,False,False,1,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
326-18,437,1_Vinyl,C=CC(=O)C=C,-7.177,-2.181,-4.679,4.9959999999999996,82.04,6,0.93,False,False,3,False,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False
326-19,438,2_Vinyl,C=CC(=C)C=O,-7.083,-2.225,-4.654,4.8580000000000005,82.04,6,0.93,False,False,3,False,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False
326-20,439,3_Vinyl_E,C=C/C=C/C=O,-7.186,-2.528,-4.857,4.6579999999999995,82.04,6,0.93,False,False,3,False,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False
326-21,440,3_Vinyl_Z,C=C/C=C\C=O,-7.178,-2.503,-4.8405000000000005,4.675,82.04,6,0.93,False,False,3,False,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False
326-22,441,1-Carbonyl,C=CC(=O)C=O,-7.34,-3.294,-5.317,4.045999999999999,84.02,6,-0.06,False,False,3,False,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False
326-23,442,2-Carbonyl,C=C(C=O)C=O,-7.116,-2.906,-5.011,4.209999999999999,84.02,6,-0.06,False,False,3,False,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False
326-24,443,3-Carbonyl_E,O=C/C=C/C=O,-7.773,-3.493,-5.633,4.279999999999999,84.02,6,-0.06,False,False,3,False,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False
326-25,444,3-Carbonyl_Z,O=C/C=C\C=O,-7.73,-3.456,-5.593,4.274000000000001,84.02,6,-0.06,False,False,3,False,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False
326-26,445,2_Hydroxyl,C=C(O)C=O,-7.275,-2.333,-4.804,4.942,72.02,5,0.26,False,False,2,False,False,False,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False
326-27,446,3_Hydroxyl_E,O=C/C=C/O,-7.004,-1.565,-4.2844999999999995,5.439,72.02,5,0.26,False,False,2,False,False,False,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False
326-28,447,3_Hydroxyl_Z,O=C/C=C\O,-6.887,-1.704,-4.2955,5.183,72.02,5,0.26,False,False,2,False,False,False,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False
326-29,448,Dihydroxyl,O=C/C(O)=C/O,-6.657,-1.879,-4.268,4.7780000000000005,88.02,6,0.14,False,False,2,False,False,False,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False
326-30,449,Imine_E,C=CC=N,-7.494,-1.576,-4.535,5.917999999999999,55.04,4,0.82,False,False,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
326-31,450,Imine_Z,C=CC=N,-7.553,-1.686,-4.6195,5.867,55.04,4,0.82,False,False,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
326-33,451,Cyanoacetylene,C#CC#N,-8.755,-1.927,-5.341,6.828000000000001,51.01,4,0.14,False,False,2,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
326-34,452,2_Amino,C=C(N)C=O,-6.496,-1.911,-4.2035,4.585000000000001,71.04,5,-0.34,False,False,2,False,False,False,True,False,False,True,True,True,True,True,False,False,False,False,False,False,False
326-35,453,3_Amino_E,N/C=C/C=O,-6.553,-1.118,-3.8355,5.435,71.04,5,-0.34,False,False,2,False,False,False,True,False,False,True,True,True,True,True,False,False,False,False,False,False,False
326-36,454,3_Amino_Z,N/C=C\C=O,-6.546,-1.442,-3.994,5.104,71.04,5,-0.34,False,False,2,False,False,False,True,False,False,True,True,True,True,True,False,False,False,False,False,False,False
327-01,455,CH2,O=C1C=CC(=O)C1,-7.296,-3.069,-5.1825,4.227,96.02,7,0.08,False,False,3,False,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False
327-02,456,NH,O=C1C=CC(=O)N1,-7.856,-3.094,-5.475,4.7620000000000005,97.02,7,-0.8,False,False,3,False,False,False,True,False,False,True,True,True,True,True,False,False,False,False,False,False,False
327-03,457,O,O=C1C=CC(=O)O1,-8.507,-3.522,-6.0145,4.984999999999999,98.0,7,-0.37,False,False,3,False,False,False,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False
327-06,458,MQ,CC1=CC(=O)C=CC1=O,-7.582,-3.731,-5.656499999999999,3.851,122.04,9,0.64,False,False,4,False,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False
327-07,459,MNQ,CC1=CC(=O)C2=C(C=CC=C2)C1=O,-7.39,-3.378,-5.384,4.012,172.05,13,2.01,False,True,6,False,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False
327-08,460,MAQ,CC1=CC=CC2=C1C(=O)C1=C(C=CC=C1)C2=O,-7.196,-3.073,-5.1345,4.122999999999999,222.07,17,2.77,False,True,8,False,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False
327-09,461,AminoBQ,NC1=CC(=C2C=CC(=O)C=C2)C=CC1=O,-6.102,-3.873,-4.987500000000001,2.229,199.06,15,0.96,False,False,7,False,False,False,True,False,False,True,True,True,True,True,False,False,False,False,False,False,False
327-10,462,HydroxylBQ,O=C1C=CC(=C2C=CC(=O)C(O)=C2)C=C1,-6.616,-4.181,-5.3985,2.4349999999999996,200.05,15,1.56,False,False,7,False,False,False,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False
327-11,463,PhenylAminoBQ,O=C1C=CC(=C2C=CC(=O)C(NC3=CC=CC=C3)=C2)C=C1,-5.921,-3.917,-4.9190000000000005,2.0040000000000004,275.09,21,3.11,False,True,10,False,False,False,True,False,False,True,True,True,True,True,True,False,False,False,False,False,False
327-12,464,ClBQ,O=C1C=CC(=C2C=CC(=O)C(Cl)=C2)C=C1,-6.951,-4.325,-5.638,2.6259999999999994,218.01,15,2.24,False,False,7,False,False,True,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False
327-13,465,CNBQ,N#CC1=CC(=C2C=CC(=O)C=C2)C=CC1=O,-7.311,-4.671,-5.991,2.6399999999999997,209.05,16,1.57,False,False,8,False,False,False,True,False,False,True,True,True,True,False,False,False,True,False,False,False,True
327-14,466,MBQ,CC1=CC(=C2C=CC(=O)C=C2)C=CC1=O,-6.765,-4.075,-5.42,2.6899999999999995,198.07,15,2.06,False,False,7,False,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False
327-15,467,PhBQ,O=C1C=CC(=C2C=CC(=O)C(C3=CC=CC=C3)=C2)C=C1,-6.551,-4.11,-5.330500000000001,2.441,260.08,20,3.2,False,True,10,False,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False
327-16,468,PhQ,O=C1C=CC(=O)C(C2=CC=CC=C2)=C1,-7.064,-3.764,-5.414,3.3000000000000003,184.05,14,1.78,False,True,7,False,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False
327-17,469,PhNQ,O=C1C=C(C2=CC=CC=C2)C(=O)C2=C1C=CC=C2,-6.961,-3.437,-5.199,3.5240000000000005,234.07,18,3.15,False,True,9,False,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False
327-18,470,PhAQ,O=C1C2=C(C=CC=C2)C(=O)C2=C1C=CC=C2C1=CC=CC=C1,-6.54,-3.094,-4.817,3.446,284.08,22,4.13,False,True,11,False,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False
327-19,471,C60,C12=C3C4=C5C6=C3C3=C7C8=C9C3=C1C1=C3C2=C2C4=C4C%10=C2C2=C3C3=C%11C2=C2C%10=C%10C%12=C%13C(=C%14C6=C7C6=C%14C7=C%14C%15=C6C8=C6C8=C9C1=C3C8=C1C%11=C3C2=C%10C(=C%137)C%14=C3C1=C6%15)C5=C4%12,-6.385,-3.674,-5.0295,2.711,720.0,60,17.73,False,True,30,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
327-20,472,NitroQ,O=C1C=CC(=O)C([N+](=O)[O-])=C1,-8.302,-4.603,-6.4525,3.699,153.01,11,-0.15,False,False,5,False,False,False,True,True,False,True,True,True,True,False,False,False,False,True,False,True,False
327-20,473,oTerphenyl,C1=CC=C(C2=CC=CC=C2C2=CC=CC=C2)C=C1,-6.176,-1.158,-3.667,5.018000000000001,230.11,18,5.02,False,True,9,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
327-21,474,mTerphenyl,C1=CC=C(C2=CC=CC(C3=CC=CC=C3)=C2)C=C1,-6.261,-1.257,-3.759,5.0040000000000004,230.11,18,5.02,False,True,9,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
327-21,475,NitroNQ,O=C1C=C([N+](=O)[O-])C(=O)C2=C1C=CC=C2,-8.039,-4.189,-6.114,3.8499999999999996,203.02,15,1.23,False,True,7,False,False,False,True,True,False,True,True,True,True,False,False,False,False,True,False,True,False
327-22,476,NitroAQ,O=C1C2=C(C=CC=C2)C(=O)C2=C1C=CC=C2[N+](=O)[O-],-7.749,-3.612,-5.6805,4.137,253.04,19,2.37,False,True,9,False,False,False,True,True,False,True,True,True,True,False,False,False,False,True,False,True,False
327-22,477,Triphenylbenzene,C1=CC=C(C2=CC(C3=CC=CC=C3)=CC(C3=CC=CC=C3)=C2)C=C1,-6.282,-1.273,-3.7775,5.009,306.14,24,6.69,False,True,12,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
327-23,478,NitroBQ,O=C1C=CC(=C2C=CC(=O)C([N+](=O)[O-])=C2)C=C1,-7.401,-4.719,-6.0600000000000005,2.6819999999999995,229.04,17,1.28,False,False,8,False,False,False,True,True,False,True,True,True,True,False,False,False,False,True,False,True,False
327-24,479,CF3Q,O=C1C=CC(=O)C(C(F)(F)F)=C1,-8.131,-4.329,-6.23,3.8020000000000005,176.01,12,1.18,False,False,4,False,False,True,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False
327-25,480,CF3NQ,O=C1C=C(C(F)(F)F)C(=O)C2=C1C=CC=C2,-7.879,-3.93,-5.9045,3.9489999999999994,226.02,16,2.55,False,True,6,False,False,True,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False
